;asertividad;autoconciencia emocional;autoestima;desarrollar y estimular a los demás;empatía;autocontrol emocional;influencia;liderazgo;optimismo;relación social;colaboración y cooperación;comprensión organizativa;conciencia crítica;desarrollo de las relaciones;tolerancia a la frustración;comunicacion asertiva;manejo de conflictos;motivación de logro;percepción y comprensión emocional;violencia
reivindic;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
relaj;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.000
remord;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
renunci;0.000;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
repel;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
rescat;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.155;0.187;0.000;0.170;0.000;0.000;0.000;0.000;0.152;0.211;0.157;0.000
resent;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.262
residu;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
resign;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.000;0.000
resistent;0.000;0.000;0.000;0.195;0.000;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.157;0.000
resolv;0.115;0.150;0.000;0.195;0.000;0.149;0.000;0.213;0.155;0.187;0.000;0.170;0.163;0.000;0.000;0.131;0.152;0.000;0.157;0.000
respald;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
respet;0.000;0.000;0.166;0.000;0.195;0.000;0.179;0.000;0.000;0.187;0.000;0.170;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
respons;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
restaur;0.000;0.150;0.166;0.195;0.000;0.000;0.000;0.213;0.155;0.000;0.141;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
rest;0.000;0.000;0.000;0.000;0.195;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.000;0.000;0.000;0.000
restriccion;0.000;0.150;0.000;0.195;0.000;0.149;0.179;0.213;0.000;0.000;0.141;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.000;0.000
restring;0.000;0.150;0.000;0.195;0.000;0.149;0.179;0.213;0.000;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.000;0.000
resuelt;0.115;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
resuelv;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
ret;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.152;0.211;0.000;0.262
retard;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.152;0.000;0.000;0.000
reten;0.000;0.150;0.166;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
retir;0.115;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.137;0.000;0.152;0.000;0.000;0.000
retozon;0.115;0.150;0.166;0.195;0.000;0.000;0.179;0.000;0.155;0.187;0.141;0.170;0.000;0.177;0.137;0.000;0.000;0.000;0.157;0.000
retras;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.152;0.000;0.000;0.000
revendedor;0.115;0.000;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.177;0.137;0.000;0.000;0.211;0.000;0.262
reverenci;0.115;0.150;0.000;0.195;0.195;0.149;0.179;0.213;0.000;0.187;0.000;0.000;0.163;0.177;0.137;0.131;0.152;0.000;0.157;0.000
reviv;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.155;0.187;0.141;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.000;0.000
rezag;0.115;0.150;0.166;0.195;0.000;0.149;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.152;0.211;0.000;0.000
ric;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.211;0.157;0.262
ridicul;0.000;0.150;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.000;0.000
ridiculiz;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.262
riesg;0.115;0.150;0.000;0.195;0.000;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.163;0.000;0.137;0.000;0.000;0.211;0.000;0.262
rigur;0.000;0.000;0.000;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.152;0.211;0.157;0.000
rio;0.000;0.000;0.166;0.195;0.195;0.149;0.179;0.000;0.155;0.187;0.141;0.000;0.000;0.177;0.137;0.131;0.152;0.000;0.000;0.000
riquez;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.211;0.000;0.262
ris;0.115;0.000;0.166;0.195;0.195;0.149;0.179;0.000;0.155;0.187;0.000;0.000;0.000;0.177;0.137;0.131;0.152;0.000;0.000;0.000
rob;0.000;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.000;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.262
robust;0.000;0.150;0.000;0.195;0.000;0.000;0.000;0.000;0.155;0.187;0.000;0.000;0.163;0.177;0.137;0.000;0.000;0.000;0.000;0.000
rofl;0.115;0.000;0.166;0.195;0.195;0.149;0.179;0.000;0.155;0.187;0.000;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
roflcopt;0.000;0.150;0.000;0.195;0.195;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.000;0.262
romanc;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.155;0.187;0.141;0.000;0.000;0.177;0.000;0.131;0.152;0.000;0.157;0.000
rot;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
rotfl;0.115;0.000;0.166;0.195;0.195;0.149;0.000;0.000;0.155;0.187;0.000;0.170;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
rud;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.187;0.141;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.000;0.262
ruidos;0.000;0.000;0.000;0.000;0.000;0.149;0.179;0.213;0.000;0.000;0.141;0.170;0.000;0.000;0.137;0.000;0.152;0.000;0.157;0.262
ruin;0.000;0.150;0.000;0.195;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.177;0.137;0.000;0.000;0.211;0.000;0.262
ruptur;0.000;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.131;0.152;0.000;0.157;0.262
sabor;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
sabotaj;0.000;0.000;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.141;0.000;0.163;0.177;0.000;0.000;0.000;0.000;0.000;0.262
sabros;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.157;0.000
salud;0.115;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.170;0.000;0.177;0.000;0.131;0.152;0.000;0.157;0.000
salv;0.115;0.000;0.166;0.000;0.195;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
salvav;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sangrient;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sarcast;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
satisfech;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
secuestr;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.262
secundari;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sedicion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sedici;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
seduc;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
seguidor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
segur;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
segura de si mism;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
seguro de si m;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sensacion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sensibl;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sentenci;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
separ;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
seren;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
seri;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
servicial;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
signific;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
silenci;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
simpat;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
simplific;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin acredit;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin amor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin anim;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin apoy;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin dient;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin encant;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin esper;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin fundament;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin garant;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin inteligent;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin opcion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin peligr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin sent;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin tach;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sin valor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sincer;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.155;0.187;0.141;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
smog;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
soborn;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sobrecarg;0.000;0.000;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sobreestim;0.115;0.000;0.000;0.000;0.195;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sobrepas;0.000;0.150;0.166;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.000;0.000
sobrepes;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sobrereaccion;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sobrerreaccion;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sobresimplif;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.137;0.131;0.000;0.000;0.000;0.000
sobrevend;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sobrevent;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sobrevivient;0.000;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.211;0.000;0.000
socav;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sofistic;0.000;0.000;0.000;0.195;0.195;0.000;0.179;0.000;0.000;0.187;0.141;0.170;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
sofoc;0.000;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
sol;0.000;0.000;0.166;0.195;0.195;0.000;0.179;0.213;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
solemn;0.115;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.170;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.000
solucion;0.115;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.155;0.187;0.141;0.000;0.000;0.000;0.000;0.000;0.152;0.211;0.000;0.000
sombr;0.000;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.157;0.000
sombri;0.000;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.152;0.000;0.157;0.000
sonreir;0.000;0.150;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
sonrient;0.000;0.150;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
sonr;0.000;0.150;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
soport;0.115;0.150;0.166;0.195;0.195;0.000;0.000;0.000;0.155;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
sorprend;0.000;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.155;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
soseg;0.115;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
sospech;0.000;0.150;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
spam;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
spamm;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
spammers;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
spamming;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
subestim;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
subsidi;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
subvers;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
suci;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sucied;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
suelt;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sueÃ±;0.000;0.150;0.166;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
suert;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
suficient;0.115;0.150;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.177;0.137;0.000;0.152;0.000;0.157;0.262
sufrimient;0.000;0.000;0.166;0.000;0.195;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.262
sufr;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
suic;0.000;0.150;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
suicidi;0.000;0.150;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
superar ;0.000;0.150;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.000;0.000
superior;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
suspend;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
suspicaz;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
suspir;0.000;0.150;0.166;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
sustancial;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
sust;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
tacaÃ±;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
tap;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
tedios;0.000;0.000;0.000;0.195;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
tel;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
telar;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
temblant;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
temblor;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
temerari;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
temer;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
temibl;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
tem;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
temperamental;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
tens;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.262
tension;0.000;0.000;0.000;0.195;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.262
tergivers;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
terribl;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
terror;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
tesor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
tet;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
